name,hostelid,city,url
"PubLove @ The Crown, Battersea",60336,London,https://www.hostelworld.com/hosteldetails.php/PubLove-The-Crown-Battersea/London/60336
Budget London Apartments,11493,London,https://www.hostelworld.com/hosteldetails.php/Budget-London-Apartments/London/11493
Strand Continental,51118,London,https://www.hostelworld.com/hosteldetails.php/Strand-Continental/London/51118
The Backpackshack,63112,London,https://www.hostelworld.com/hosteldetails.php/The-Backpackshack/London/63112
Smart Hyde Park Inn Hostel,517,London,https://www.hostelworld.com/hosteldetails.php/Smart-Hyde-Park-Inn-Hostel/London/517
The Lodge at Crystal Palace,46276,London,https://www.hostelworld.com/hosteldetails.php/The-Lodge-at-Crystal-Palace/London/46276
Chelsea House Hotel,35496,London,https://www.hostelworld.com/hosteldetails.php/Chelsea-House-Hotel/London/35496
"PubLove @ The Green Man, Paddington",21953,London,https://www.hostelworld.com/hosteldetails.php/PubLove-The-Green-Man-Paddington/London/21953
New Cross Inn Hostel,15204,London,https://www.hostelworld.com/hosteldetails.php/New-Cross-Inn-Hostel/London/15204
Smart Camden Inn Hostel,596,London,https://www.hostelworld.com/hosteldetails.php/Smart-Camden-Inn-Hostel/London/596
YHA London Thameside,7000,London,https://www.hostelworld.com/hosteldetails.php/YHA-London-Thameside/London/7000
"PubLove @ The White Ferry, Victoria",39761,London,https://www.hostelworld.com/hosteldetails.php/PubLove-The-White-Ferry-Victoria/London/39761
The Finnish Church in London,80791,London,https://www.hostelworld.com/hosteldetails.php/The-Finnish-Church-in-London/London/80791
"PubLove @ The Exmouth Arms, Euston",93796,London,https://www.hostelworld.com/hosteldetails.php/PubLove-The-Exmouth-Arms-Euston/London/93796
Aquarius Hotel,278554,London,https://www.hostelworld.com/hosteldetails.php/Aquarius-Hotel/London/278554
"PubLove @ The Steam Engine, Waterloo",29389,London,https://www.hostelworld.com/hosteldetails.php/PubLove-The-Steam-Engine-Waterloo/London/29389
London365 Hostel,61114,London,https://www.hostelworld.com/hosteldetails.php/London365-Hostel/London/61114
Antigallican Hotel,18780,London,https://www.hostelworld.com/hosteldetails.php/Antigallican-Hotel/London/18780
Hootananny Hostel,24068,London,https://www.hostelworld.com/hosteldetails.php/Hootananny-Hostel/London/24068
Kensal Green Backpackers,4483,London,https://www.hostelworld.com/hosteldetails.php/Kensal-Green-Backpackers/London/4483
Jaeger Acton Hostel,15584,London,https://www.hostelworld.com/hosteldetails.php/Jaeger-Acton-Hostel/London/15584
Barkston Rooms,81305,London,https://www.hostelworld.com/hosteldetails.php/Barkston-Rooms/London/81305
ALL STAR PRIVATE STUDIOS,24709,London,https://www.hostelworld.com/hosteldetails.php/ALL-STAR-PRIVATE-STUDIOS/London/24709
Blue Skies Hostel,48530,London,https://www.hostelworld.com/hosteldetails.php/Blue-Skies-Hostel/London/48530
Le Junction Hostel - Pub & Garden,90013,London,https://www.hostelworld.com/hosteldetails.php/Le-Junction-Hostel-Pub-and-Garden/London/90013
Chester Hotel Victoria,24750,London,https://www.hostelworld.com/hosteldetails.php/Chester-Hotel-Victoria/London/24750
Mapesbury Hostel,19667,London,https://www.hostelworld.com/hosteldetails.php/Mapesbury-Hostel/London/19667
Holland House,7078,London,https://www.hostelworld.com/hosteldetails.php/Holland-House/London/7078
YHA London Earls Court,6981,London,https://www.hostelworld.com/hosteldetails.php/YHA-London-Earls-Court/London/6981
Heathrow Hostel,64089,London,https://www.hostelworld.com/hosteldetails.php/Heathrow-Hostel/London/64089
"PubLove @ The Great Eastern, Greenwich",48268,London,https://www.hostelworld.com/hosteldetails.php/PubLove-The-Great-Eastern-Greenwich/London/48268
Acacia Hostel,6167,London,https://www.hostelworld.com/hosteldetails.php/Acacia-Hostel/London/6167
Metro Hotel,8505,London,https://www.hostelworld.com/hosteldetails.php/Metro-Hotel/London/8505
Northfields Hostel,34115,London,https://www.hostelworld.com/hosteldetails.php/Northfields-Hostel/London/34115
Heathrow Lodge,24900,London,https://www.hostelworld.com/hosteldetails.php/Heathrow-Lodge/London/24900
Best London Hostels,72053,London,https://www.hostelworld.com/hosteldetails.php/Best-London-Hostels/London/72053
St George Hotel,8507,London,https://www.hostelworld.com/hosteldetails.php/St-George-Hotel/London/8507
Enrico Hotel,5585,London,https://www.hostelworld.com/hosteldetails.php/Enrico-Hotel/London/5585
Hotel Bluebells,96186,London,https://www.hostelworld.com/hosteldetails.php/Hotel-Bluebells/London/96186
Marble Arch Inn,13337,London,https://www.hostelworld.com/hosteldetails.php/Marble-Arch-Inn/London/13337
The Ambassador Heathrow Hotel,21896,London,https://www.hostelworld.com/hosteldetails.php/The-Ambassador-Heathrow-Hotel/London/21896
Sandeman Allen,14555,London,https://www.hostelworld.com/hosteldetails.php/Sandeman-Allen/London/14555
247 London Studios,84154,London,https://www.hostelworld.com/hosteldetails.php/247-London-Studios/London/84154
Dean Court,101860,London,https://www.hostelworld.com/hosteldetails.php/Dean-Court/London/101860
Kip Hotel,266789,London,https://www.hostelworld.com/hosteldetails.php/Kip-Hotel/London/266789
Hyde Park Superior Apartments,271903,London,https://www.hostelworld.com/hosteldetails.php/Hyde-Park-Superior-Apartments/London/271903
Central Park Hotel,284176,London,https://www.hostelworld.com/hosteldetails.php/Central-Park-Hotel/London/284176
Tony's House Hotel,8503,London,https://www.hostelworld.com/hosteldetails.php/Tony-s-House-Hotel/London/8503
MacDonald Hotel,4077,London,https://www.hostelworld.com/hosteldetails.php/MacDonald-Hotel/London/4077
23 Matheson Road,290938,London,https://www.hostelworld.com/hosteldetails.php/23-Matheson-Road/London/290938
Paramount Hotel,290937,London,https://www.hostelworld.com/hosteldetails.php/Paramount-Hotel/London/290937
Barry House,287321,London,https://www.hostelworld.com/hosteldetails.php/Barry-House/London/287321
OneRoom,290503,London,https://www.hostelworld.com/hosteldetails.php/OneRoom/London/290503
Hyde Park Court Hotel,5107,London,https://www.hostelworld.com/hosteldetails.php/Hyde-Park-Court-Hotel/London/5107
The Crystal Lodge Hotel,96148,London,https://www.hostelworld.com/hosteldetails.php/The-Crystal-Lodge-Hotel/London/96148
Elmwood Hotel,34338,London,https://www.hostelworld.com/hosteldetails.php/Elmwood-Hotel/London/34338
The W14 Hotel & Bar,50220,London,https://www.hostelworld.com/hosteldetails.php/The-W14-Hotel-and-Bar/London/50220
Halpin House,89408,London,https://www.hostelworld.com/hosteldetails.php/Halpin-House/London/89408
Euro Hotel Hammersmith,83156,London,https://www.hostelworld.com/hosteldetails.php/Euro-Hotel-Hammersmith/London/83156
Heathrow LHR Apartments,284380,London,https://www.hostelworld.com/hosteldetails.php/Heathrow-LHR-Apartments/London/284380
London Town Hotel,32376,London,https://www.hostelworld.com/hosteldetails.php/London-Town-Hotel/London/32376
Sara Hotel,6345,London,https://www.hostelworld.com/hosteldetails.php/Sara-Hotel/London/6345
Arinza Hotel,266580,London,https://www.hostelworld.com/hosteldetails.php/Arinza-Hotel/London/266580
City Hotel Carlton,27551,London,https://www.hostelworld.com/hosteldetails.php/City-Hotel-Carlton/London/27551
Belsize House,4399,London,https://www.hostelworld.com/hosteldetails.php/Belsize-House/London/4399
Balham Lodge,19933,London,https://www.hostelworld.com/hosteldetails.php/Balham-Lodge/London/19933
Kensington West,21368,London,https://www.hostelworld.com/hosteldetails.php/Kensington-West/London/21368
Imperial Court Suites,270842,London,https://www.hostelworld.com/hosteldetails.php/Imperial-Court-Suites/London/270842
Revive Lodge,30189,London,https://www.hostelworld.com/hosteldetails.php/Revive-Lodge/London/30189
Beaconsfield,11708,London,https://www.hostelworld.com/hosteldetails.php/Beaconsfield/London/11708
Fairway Hotel,81121,London,https://www.hostelworld.com/hosteldetails.php/Fairway-Hotel/London/81121
London Wembley International Hotel,26351,London,https://www.hostelworld.com/hosteldetails.php/London-Wembley-International-Hotel/London/26351
Leinster House,89407,London,https://www.hostelworld.com/hosteldetails.php/Leinster-House/London/89407
Surtees,13266,London,https://www.hostelworld.com/hosteldetails.php/Surtees/London/13266
The Dover,267341,London,https://www.hostelworld.com/hosteldetails.php/The-Dover/London/267341
Best Western Boltons London Kensington,266666,London,https://www.hostelworld.com/hosteldetails.php/Best-Western-Boltons-London-Kensington/London/266666
Lord Kensington Hotel,8781,London,https://www.hostelworld.com/hosteldetails.php/Lord-Kensington-Hotel/London/8781
Hanover Hotel,6252,London,https://www.hostelworld.com/hosteldetails.php/Hanover-Hotel/London/6252
Belgrave Hotel London,268771,London,https://www.hostelworld.com/hosteldetails.php/Belgrave-Hotel-London/London/268771
Curzon House Hotel,7240,London,https://www.hostelworld.com/hosteldetails.php/Curzon-House-Hotel/London/7240
Imperial Court Studios,271904,London,https://www.hostelworld.com/hosteldetails.php/Imperial-Court-Studios/London/271904
Goddis Lodge,70632,London,https://www.hostelworld.com/hosteldetails.php/Goddis-Lodge/London/70632
The Old Crown Inn,266093,London,https://www.hostelworld.com/hosteldetails.php/The-Old-Crown-Inn/London/266093
Rowan Park Lodge,64300,London,https://www.hostelworld.com/hosteldetails.php/Rowan-Park-Lodge/London/64300
Royal Hyde Park Hotel,34048,London,https://www.hostelworld.com/hosteldetails.php/Royal-Hyde-Park-Hotel/London/34048
Victor Hotel,76699,London,https://www.hostelworld.com/hosteldetails.php/Victor-Hotel/London/76699
Belgravia Rooms,4819,London,https://www.hostelworld.com/hosteldetails.php/Belgravia-Rooms/London/4819
Ridgeway Hotel,82826,London,https://www.hostelworld.com/hosteldetails.php/Ridgeway-Hotel/London/82826
Kings Cross Guesthouse,81486,London,https://www.hostelworld.com/hosteldetails.php/Kings-Cross-Guesthouse/London/81486
Vegas Hotel,8267,London,https://www.hostelworld.com/hosteldetails.php/Vegas-Hotel/London/8267
Astor Court Hotel,58809,London,https://www.hostelworld.com/hosteldetails.php/Astor-Court-Hotel/London/58809
Airways Hotel Victoria London,16289,London,https://www.hostelworld.com/hosteldetails.php/Airways-Hotel-Victoria-London/London/16289
Princes Square Hotel,35590,London,https://www.hostelworld.com/hosteldetails.php/Princes-Square-Hotel/London/35590
Elephant Lodge,89763,London,https://www.hostelworld.com/hosteldetails.php/Elephant-Lodge/London/89763
Access Camden,267890,London,https://www.hostelworld.com/hosteldetails.php/Access-Camden/London/267890
Accommodation London Bridge,269344,London,https://www.hostelworld.com/hosteldetails.php/Accommodation-London-Bridge/London/269344
Access Paddington,274823,London,https://www.hostelworld.com/hosteldetails.php/Access-Paddington/London/274823
Access Maida Vale North,274829,London,https://www.hostelworld.com/hosteldetails.php/Access-Maida-Vale-North/London/274829
Access Kensington Olympia,272716,London,https://www.hostelworld.com/hosteldetails.php/Access-Kensington-Olympia/London/272716
Spacious 1 Bed Apartment with River Thames Views,272107,London,https://www.hostelworld.com/hosteldetails.php/Spacious-1-Bed-Apartment-with-River-Thames-Views/London/272107
Access City,271429,London,https://www.hostelworld.com/hosteldetails.php/Access-City/London/271429
Access Farringdon,274824,London,https://www.hostelworld.com/hosteldetails.php/Access-Farringdon/London/274824
Access Shepherd's Bush,274822,London,https://www.hostelworld.com/hosteldetails.php/Access-Shepherd-s-Bush/London/274822
London House Hotel,529,London,https://www.hostelworld.com/hosteldetails.php/London-House-Hotel/London/529
Access Euston,274828,London,https://www.hostelworld.com/hosteldetails.php/Access-Euston/London/274828
Access Maida Vale,274827,London,https://www.hostelworld.com/hosteldetails.php/Access-Maida-Vale/London/274827
Access Bloomsbury,266057,London,https://www.hostelworld.com/hosteldetails.php/Access-Bloomsbury/London/266057
Access Earl's Court,274825,London,https://www.hostelworld.com/hosteldetails.php/Access-Earl-s-Court/London/274825
